iter	MultiLogloss
0	0.6425702794
1	0.5887251516
2	0.5478055841
3	0.5129806028
4	0.47525429
5	0.4664114124
6	0.4585986754
7	0.4306303734
8	0.4169265189
9	0.4075873144
10	0.382013235
11	0.3541225261
12	0.3337207216
13	0.3310051887
14	0.321348933
15	0.2996419878
16	0.2775537457
17	0.2699509622
18	0.2659111009
19	0.258725111
20	0.2415182806
21	0.2346084606
22	0.2225374175
23	0.2120551408
24	0.1993355271
25	0.1891620919
26	0.178821957
27	0.1711290252
28	0.1614682288
29	0.1585551783
30	0.1515840405
31	0.147903414
32	0.1466813659
33	0.1429265281
34	0.1344626745
35	0.1280471425
36	0.1261692506
37	0.1249904897
38	0.1241501798
39	0.1216932753
40	0.116850207
41	0.1153182189
42	0.1098902218
43	0.1081682163
44	0.1043726368
45	0.09904100564
46	0.09834176703
47	0.09637573954
48	0.0944009258
49	0.0911654873
50	0.08981291738
51	0.08714988822
52	0.08350990097
53	0.08310401261
54	0.08230033614
55	0.08069413146
56	0.07934993597
57	0.07729148092
58	0.07599836077
59	0.07564925517
60	0.07157699202
61	0.0680230744
62	0.06522282467
63	0.06492120609
64	0.0640231708
65	0.06301974644
66	0.06216380512
67	0.06083961951
68	0.06049614601
69	0.05747780064
70	0.0549687129
71	0.05374389586
72	0.05333969264
73	0.05167279153
74	0.04977426704
75	0.04860690829
76	0.04798036254
77	0.04733689178
78	0.04639044103
79	0.04475961757
80	0.04429541159
81	0.04407483488
82	0.04387951654
83	0.04354318839
84	0.04232394598
85	0.042115065
86	0.04199612513
87	0.04152163611
88	0.04051439198
89	0.039115416
90	0.03836834801
91	0.03778348772
92	0.03745486327
93	0.03707350543
94	0.03690861881
95	0.03667036136
96	0.03621083426
97	0.0353592364
98	0.03421970319
99	0.03378065076
100	0.03361945915
101	0.03252417179
102	0.03133719863
103	0.03087797955
104	0.03054345365
105	0.03033343452
106	0.02942825806
107	0.02917272071
108	0.02781163462
109	0.02657072487
110	0.02641367772
111	0.02635079641
112	0.02612759133
113	0.02570333236
114	0.02517730302
115	0.02485208034
116	0.02394448796
117	0.02327755121
118	0.02250426333
119	0.02196102735
120	0.02177376077
121	0.02118387386
122	0.02064106524
123	0.02015564348
124	0.02003307037
125	0.0196481109
126	0.01939134567
127	0.01902725603
128	0.01875272652
129	0.01848227526
130	0.01797979168
131	0.01785111858
132	0.01749134346
133	0.01738437839
134	0.01713742764
135	0.01657710706
136	0.01625499307
137	0.01601234898
138	0.01584295485
139	0.0154064392
140	0.01493960986
141	0.01446978284
142	0.01406857535
143	0.01370299874
144	0.01360836147
145	0.013368175
146	0.01293067409
147	0.01283596906
148	0.0124508718
149	0.01207956095
150	0.01180441758
151	0.0115347247
152	0.01119316811
153	0.01091898486
154	0.01062507049
155	0.01030314487
156	0.01006789705
157	0.009780551339
158	0.009628248264
159	0.009390549434
160	0.009190347671
161	0.008984641948
162	0.008790236757
163	0.008589052524
164	0.00852198644
165	0.00838329324
166	0.008152091577
167	0.007980966175
168	0.007839588638
169	0.007647899378
170	0.007595177865
171	0.007441463801
172	0.007325386173
173	0.007163562991
174	0.007109725527
175	0.007003018353
176	0.006882467892
177	0.006743917456
178	0.006583737384
179	0.006459914707
180	0.006353929809
181	0.006225788958
182	0.006122445802
183	0.006039447656
184	0.005915785255
185	0.005815390975
186	0.005719397619
187	0.005615686524
188	0.005518904126
189	0.005407052784
190	0.005340388839
191	0.005263688145
192	0.005176768401
193	0.005114819776
194	0.005027557696
195	0.004947041325
196	0.004861830336
197	0.004780716179
198	0.00472930555
199	0.004671410381
200	0.004610779728
201	0.004540513382
202	0.004490510916
203	0.00444020212
204	0.004392218174
205	0.004329993927
206	0.00426362006
207	0.004207897717
208	0.004162020546
209	0.004118628567
210	0.004065163141
211	0.004024132342
212	0.003982346234
213	0.003943157183
214	0.003905685051
215	0.003872252023
216	0.003823708758
217	0.003789004799
218	0.003742697132
219	0.003709484737
220	0.003671063881
221	0.003630386589
222	0.00359020069
223	0.003561052897
224	0.003522454492
225	0.003495647286
226	0.003455996531
227	0.003412594389
228	0.003371568336
229	0.003336295818
230	0.003308362427
231	0.003282035798
232	0.003247348341
233	0.003216664962
234	0.003192608976
235	0.003164889396
236	0.003138441091
237	0.003115078637
238	0.003092290817
239	0.003062271589
240	0.003040178225
241	0.003015970507
242	0.002986555381
243	0.002965680813
244	0.002944964889
245	0.002923288019
246	0.002895682569
247	0.002864574975
248	0.002845074521
249	0.002826016089
250	0.002802516602
251	0.002777777338
252	0.002759821784
253	0.002741297526
254	0.002723765972
255	0.002700519868
256	0.002683755796
257	0.002660290955
258	0.002649303292
259	0.00263325002
260	0.002616530073
261	0.002602139154
262	0.002580351658
263	0.002559344272
264	0.00254409194
265	0.002528759829
266	0.002514098353
267	0.002499401918
268	0.002480223672
269	0.00246618756
270	0.00245222915
271	0.002438703847
272	0.002422779536
273	0.002407475438
274	0.002390102369
275	0.002373288569
276	0.002360171009
277	0.002347296547
278	0.002334468442
279	0.002326264761
280	0.002313856737
281	0.002301732663
282	0.002288879847
283	0.002276963389
284	0.002265328431
285	0.002246827795
286	0.002231709948
287	0.002217048329
288	0.002205733936
289	0.002191554138
290	0.002180496461
291	0.002169893499
292	0.002156043568
293	0.002145403304
294	0.002134938274
295	0.002124643668
296	0.002114514857
297	0.002104547394
298	0.002094736995
299	0.002081517459
300	0.002068673672
301	0.002059101873
302	0.002047870599
303	0.002038435174
304	0.002029198187
305	0.002018346834
306	0.00200804311
307	0.001999180805
308	0.00198730221
309	0.001975715541
310	0.001963188784
311	0.001953379013
312	0.001941274907
313	0.001924652003
314	0.001915275697
315	0.001908566263
316	0.001899464741
317	0.001890012599
318	0.001874402195
319	0.001865500077
320	0.00185910686
321	0.001850459324
322	0.001841614063
323	0.001833131321
324	0.00182556101
325	0.001811988445
326	0.00180456296
327	0.001790418813
328	0.001783131033
329	0.001775155252
330	0.001761538185
331	0.001753722077
332	0.001746045164
333	0.001739182963
334	0.001727043085
335	0.001720304266
336	0.001712960999
337	0.001705859099
338	0.001694152294
339	0.001682789693
340	0.001676372508
341	0.001665365901
342	0.001659058623
343	0.001648390143
344	0.001641516684
345	0.001635396758
346	0.001628827728
347	0.001618512175
348	0.001612568907
349	0.001606698473
350	0.001596712828
351	0.001590423619
352	0.001584694521
353	0.001575056169
354	0.001569418466
355	0.001560054798
356	0.001550932759
357	0.001544026275
358	0.001538565671
359	0.001533169701
360	0.001527837046
361	0.001522101138
362	0.001516870581
363	0.001511258734
364	0.001506126595
365	0.001501052702
366	0.001495596136
367	0.001490218546
368	0.001484082291
369	0.001475550121
370	0.00146722776
371	0.001459106537
372	0.001453158712
373	0.001448114516
374	0.001440247963
375	0.00143511452
376	0.001427441782
377	0.001422778503
378	0.001418166325
379	0.001413604271
380	0.001411024145
381	0.001408475059
382	0.001401056344
383	0.001398570658
384	0.0013913327
385	0.001386894958
386	0.001384484015
387	0.001380107726
388	0.001378293389
389	0.00137596504
390	0.001373681194
391	0.00137144051
392	0.001367159158
393	0.001364971976
394	0.001362825114
395	0.001360717392
396	0.001356514556
397	0.001354455247
398	0.001347529524
399	0.001343395294
400	0.001336637389
401	0.00133255959
402	0.001328523107
403	0.00132654696
404	0.00132256099
405	0.001318614746
406	0.001312067668
407	0.001308173909
408	0.001301780674
409	0.001299882315
410	0.001293632897
411	0.00128751409
412	0.001283174351
413	0.001279376842
414	0.001274762641
415	0.001272949553
416	0.001269235262
417	0.001265509285
418	0.001259640241
419	0.001257885228
420	0.001254259508
421	0.00125254105
422	0.001246815707
423	0.00124513105
424	0.001241567185
425	0.00123775229
426	0.001232164986
427	0.0012286788
428	0.001223211925
429	0.001219768844
430	0.001218156117
431	0.001214752636
432	0.001209418116
433	0.001206056136
434	0.001202725218
435	0.001199424863
436	0.001195675532
437	0.001194131607
438	0.001188990489
439	0.001185745247
440	0.001184236526
441	0.001182750337
442	0.001179547612
443	0.001176373669
444	0.001174921725
445	0.001173490991
446	0.001170357437
447	0.001167251609
448	0.001164173084
449	0.00115920457
450	0.001157815976
451	0.001152945161
452	0.001149916834
453	0.001146914888
454	0.001145561334
455	0.001144226811
456	0.001142910886
457	0.001141613139
458	0.001136866974
459	0.001133920409
460	0.001130999143
461	0.001129732657
462	0.001125093832
463	0.001123848156
464	0.001120969614
465	0.001118115491
466	0.00111528543
467	0.001110758169
468	0.001106311718
469	0.001105103304
470	0.001103910827
471	0.001099550206
472	0.001098376605
473	0.001094095504
474	0.001092940262
475	0.001088736272
476	0.001084603798
477	0.001080540745
478	0.001076545102
479	0.00107541664
480	0.001072689989
481	0.001071580152
482	0.001070484267
483	0.00106940205
484	0.001066711013
485	0.001065646136
486	0.001062923594
487	0.001059923212
488	0.001057298206
489	0.001056259951
490	0.001052386671
491	0.001049793401
492	0.001048773766
493	0.001046205316
494	0.001042410259
495	0.001038676324
496	0.001036083645
497	0.001033567458
498	0.001031071557
499	0.001030085096
500	0.001027612621
501	0.001025107116
502	0.001024141096
503	0.001021709498
504	0.001020757844
505	0.001017121821
506	0.001014718406
507	0.001013782944
508	0.001011401412
509	0.001009038409
510	0.00100547937
511	0.001003140333
512	0.0009996424919
513	0.000997326962
514	0.0009950292124
515	0.0009941233194
516	0.0009932276424
517	0.0009897989769
518	0.0009875298778
519	0.0009846291913
520	0.0009823958921
521	0.000979037071
522	0.0009768256634
523	0.0009759576774
524	0.0009726568723
525	0.0009718003514
526	0.0009696159199
527	0.0009687713954
528	0.0009655290674
529	0.000963368412
530	0.0009612237813
531	0.0009590949691
532	0.0009559149489
533	0.0009538520746
534	0.0009507461171
535	0.0009499269151
536	0.0009478275481
537	0.0009447728306
538	0.0009439666109
539	0.0009431689433
540	0.0009423796789
541	0.000941598672
542	0.0009408257808
543	0.0009387583839
544	0.0009367060465
545	0.0009346685781
546	0.0009326457919
547	0.0009296611058
548	0.0009289066162
549	0.0009259661237
550	0.0009239067742
551	0.0009231652501
552	0.0009211832797
553	0.0009192154084
554	0.000917261462
555	0.0009165336757
556	0.0009145955398
557	0.0009126709698
558	0.0009097983869
559	0.0009078913103
560	0.0009059974688
561	0.0009031730475
562	0.0009012962168
563	0.0008985148007
564	0.0008957715939
565	0.0008950665491
566	0.0008943684893
567	0.0008936773003
568	0.0008929928705
569	0.0008923150908
570	0.0008896162968
571	0.0008889462605
572	0.0008882826516
573	0.0008856229381
574	0.0008849667868
575	0.0008831330712
576	0.0008824848993
577	0.000879866904
578	0.0008780511786
579	0.000875471512
580	0.000873671731
581	0.0008730352853
582	0.0008706528176
583	0.0008679692282
584	0.0008673447938
585	0.0008667261216
586	0.0008640795429
587	0.0008634694115
588	0.000861737289
589	0.0008594483137
590	0.0008588480482
591	0.0008565854441
592	0.0008548927679
593	0.0008526661132
594	0.0008509972514
595	0.0008479372283
596	0.0008473514893
597	0.0008443553953
598	0.0008414201058
599	0.0008398206015
600	0.0008392429315
601	0.0008363842059
602	0.0008358122892
603	0.0008352454414
604	0.000833677533
605	0.0008321193195
606	0.0008293507776
607	0.000827749549
608	0.0008271929541
609	0.0008245035578
610	0.0008220284579
611	0.0008214781442
612	0.000820932632
613	0.0008194318388
614	0.0008179400773
615	0.0008164572545
616	0.0008138659521
617	0.0008124070709
618	0.0008118711839
619	0.0008104220283
620	0.0008098918608
621	0.0008093662437
622	0.0008077412723
623	0.0008065001122
624	0.0008040073409
625	0.0008034914577
626	0.0008029799236
627	0.0008024726757
628	0.0008000258293
629	0.0007976227161
630	0.0007958374704
631	0.0007953370077
632	0.0007929920641
633	0.000791631974
634	0.0007911366823
635	0.0007906454959
636	0.0007883537204
637	0.0007878666356
638	0.0007873835527
639	0.0007851311918
640	0.0007840905547
641	0.0007830650534
642	0.0007825915333
643	0.000780384007
644	0.0007780118742
645	0.0007756711801
646	0.0007752031314
647	0.0007747388467
648	0.0007742782731
649	0.0007721115284
650	0.0007710370752
651	0.0007705829001
652	0.0007701323064
653	0.0007680051612
654	0.0007665712595
655	0.0007656931038
656	0.0007646486967
657	0.000763392674
658	0.0007613302407
659	0.000760379916
660	0.0007599409159
661	0.0007576648951
662	0.0007572300534
663	0.0007552055811
664	0.00075296167
665	0.0007520261352
666	0.0007515977263
667	0.0007511725895
668	0.0007491851594
669	0.0007487631596
670	0.0007483273866
671	0.0007474124546
672	0.0007454603013
673	0.0007450455418
674	0.0007446205952
675	0.0007441670319
676	0.0007437496869
677	0.0007418301542
678	0.0007412915282
679	0.000739094898
680	0.0007377263987
681	0.0007364596184
682	0.0007360530699
683	0.0007338953214
684	0.0007327388559
685	0.0007308831846
686	0.0007287576309
687	0.0007283586816
688	0.0007278362947
689	0.0007266014195
690	0.0007252830079
691	0.0007231949572
692	0.0007211330421
693	0.0007207440904
694	0.0007187084268
695	0.0007183229111
696	0.0007163129307
697	0.0007150997352
698	0.0007136865295
699	0.0007132682625
700	0.0007114893953
701	0.0007102712406
702	0.0007098590636
703	0.000707883562
704	0.0007059319172
705	0.0007040036175
706	0.0007020981675
707	0.0007017262531
708	0.0007005577958
709	0.0006994976102
710	0.0006991307516
711	0.0006979467289
712	0.0006966916861
713	0.0006962945829
714	0.0006959337903
715	0.0006955754996
716	0.0006935358096
717	0.0006924840757
718	0.0006904807732
719	0.0006887901068
720	0.0006868217839
721	0.0006857868535
722	0.0006854366967
723	0.0006837799893
724	0.0006824839997
725	0.0006805556997
726	0.0006802105835
727	0.0006798677939
728	0.000679527303
729	0.0006782671971
730	0.0006763776334
731	0.000676042029
732	0.0006744299508
733	0.0006731914843
734	0.0006721983228
735	0.0006717576783
736	0.0006713210349
737	0.0006703345236
738	0.0006698502831
739	0.0006686300521
740	0.0006674229834
741	0.0006663512058
742	0.0006645135867
743	0.0006635481327
744	0.0006632281137
745	0.0006628795762
746	0.0006616766921
747	0.0006606257367
748	0.0006603112109
749	0.0006599697419
750	0.0006584547757
751	0.0006575116153
752	0.0006565729169
753	0.0006554168516
754	0.0006550807641
755	0.0006532920324
756	0.0006518201214
757	0.0006500605894
758	0.0006483283801
759	0.0006479996761
760	0.0006476000582
761	0.0006472761945
762	0.0006461296492
763	0.0006446886945
764	0.0006437827086
765	0.0006420859392
766	0.0006404148809
767	0.0006394388701
768	0.0006390507366
769	0.0006374111851
770	0.0006365168278
771	0.0006356265945
772	0.0006340135476
773	0.0006331286262
774	0.00063217781
775	0.0006312325455
776	0.0006308539279
777	0.0006292765311
778	0.000628402773
779	0.0006275329968
780	0.0006266671712
781	0.0006251155836
782	0.000623763871
783	0.0006222352072
784	0.0006213811994
785	0.0006198749798
786	0.0006188404514
787	0.0006173571531
788	0.0006160374651
789	0.0006151986424
790	0.0006137374231
791	0.0006122960512
792	0.0006108740363
793	0.0006095791309
794	0.0006092847729
795	0.0006078835685
796	0.0006065007696
797	0.0006056760569
798	0.0006048203476
799	0.0006040016175
800	0.0006027414329
801	0.0006018990019
802	0.000601611014
803	0.0006007735602
804	0.0005999685375
805	0.0005985715565
806	0.0005971981513
807	0.0005964014749
808	0.0005955776421
809	0.0005947865946
810	0.0005939989816
811	0.000593214777
812	0.0005924016151
813	0.000591622884
814	0.0005908474976
815	0.0005900754309
816	0.0005893066592
817	0.0005879929533
818	0.0005871634808
819	0.0005864018107
820	0.0005861238307
821	0.0005853658371
822	0.0005846110433
823	0.0005833176283
824	0.000583043681
825	0.0005821263262
826	0.0005813450165
827	0.0005804127196
828	0.0005796707034
829	0.0005788980838
830	0.0005781610689
831	0.000577394257
832	0.0005766621814
833	0.0005759010984
834	0.0005746121319
835	0.0005738874635
836	0.0005733118657
837	0.0005720673462
838	0.0005713181648
839	0.0005700641098
840	0.0005694976222
841	0.0005687831756
842	0.0005675699291
843	0.0005668590214
844	0.0005663014141
845	0.0005655945517
846	0.000564890566
847	0.0005636958778
848	0.0005629677005
849	0.0005622431164
850	0.0005615460693
851	0.0005603721882
852	0.0005591816566
853	0.0005584669055
854	0.0005577556421
855	0.0005566103676
856	0.0005554484917
857	0.0005547450322
858	0.0005536243575
859	0.0005533693553
860	0.0005526866127
861	0.0005524338697
862	0.0005517390774
863	0.000550605392
864	0.0005499658735
865	0.0005494394072
866	0.0005484360821
867	0.0005473214245
868	0.0005470716877
869	0.0005463900968
870	0.0005458721836
871	0.0005452480132
872	0.0005449465505
873	0.0005438721694
874	0.0005431995203
875	0.0005423746725
876	0.0005417176063
877	0.0005406326736
878	0.0005399683087
879	0.0005393173058
880	0.0005382693568
881	0.0005376213676
882	0.0005365853184
883	0.0005360878717
884	0.0005354438622
885	0.0005344213486
886	0.0005334689853
887	0.0005328244274
888	0.0005325877238
889	0.0005319939718
890	0.0005313597754
891	0.0005311256932
892	0.0005300887235
893	0.0005294591803
894	0.0005288742366
895	0.000528248761
896	0.0005276162358
897	0.000526986603
898	0.0005267556664
899	0.0005261358686
900	0.0005256603714
901	0.0005250438749
902	0.0005244725939
903	0.0005238600217
904	0.0005232399865
905	0.0005222308923
906	0.0005216237534
907	0.0005206466351
908	0.0005200341662
909	0.000519808849
910	0.0005192061448
911	0.0005187445428
912	0.0005177828048
913	0.0005171836437
914	0.0005165799658
915	0.0005160277528
916	0.000515433694
917	0.0005144606589
918	0.0005138633122
919	0.0005129239969
920	0.0005123798787
921	0.0005117885054
922	0.0005115699259
923	0.0005110308908
924	0.0005108143039
925	0.0005102790871
926	0.0005096968921
927	0.0005087476259
928	0.0005081691602
929	0.000507587035
930	0.0005070598879
931	0.0005065359043
932	0.0005060150496
933	0.0005053144756
934	0.000504689154
935	0.0005044778321
936	0.0005035462453
937	0.0005029749451
938	0.0005024630358
939	0.0005016331783
940	0.000501068614
941	0.0005005064829
942	0.0004995906603
943	0.0004990869997
944	0.0004985862655
945	0.0004976987333
946	0.0004971457349
947	0.0004966500795
948	0.0004961003418
949	0.0004953974631
950	0.000495191925
951	0.0004946422606
952	0.0004937516797
953	0.0004929520571
954	0.0004920886748
955	0.0004915473774
956	0.0004908693468
957	0.0004903870315
958	0.0004898509403
959	0.0004893167543
960	0.0004886498913
961	0.0004881196219
962	0.0004872682686
963	0.0004870683587
964	0.0004865405778
965	0.0004860109481
966	0.000485486126
967	0.0004846284148
968	0.0004837937087
969	0.0004833254475
970	0.0004828027038
971	0.0004823380036
972	0.0004818200188
973	0.0004809808561
974	0.0004805204427
975	0.0004800156815
976	0.0004795024522
977	0.000479046372
978	0.0004782337291
979	0.0004777215785
980	0.0004773345547
981	0.0004768251196
982	0.0004760829029
983	0.0004756352238
984	0.0004749906192
985	0.0004743501899
986	0.0004738486044
987	0.0004734694761
988	0.0004727393274
989	0.0004721055871
990	0.0004716670591
991	0.0004710382494
992	0.0004708509014
993	0.0004704159834
994	0.0004696118801
995	0.0004691021253
996	0.0004689164883
997	0.0004684243991
998	0.0004679354018
999	0.0004675068753
